uuid,site_code,DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt,AtlasSci_DO,AtlasSci_FloatCond
807fa0ea-4ea5-4a5d-923a-a432d9cfc5b9,south_fork_0,2025-06-12 06:30:28,782.5,173.8,15.7,,,
3893c126-ebab-4473-89d6-1c3b9fa080b7,south_fork_0,2025-06-12 06:45:27,784.2,173.2,15.7,,,
35d343a4-d702-4086-9112-0873c5503856,south_fork_0,2025-06-12 07:00:27,786.2,172.7,15.7,,,
82bf2f73-cffa-4443-bcde-3cac819d944e,south_fork_0,2025-06-12 07:15:27,784.7,173.2,15.7,,,
d368cb0e-617c-496c-91d2-c8ffe8b6a652,south_fork_0,2025-06-12 07:30:27,789.3,198.0,15.7,,,
21a0e017-4391-4c22-8aba-e18e7d20a8bf,south_fork_0,2025-06-12 07:45:27,643.3,203.8,15.8,,,
d478d3e6-e30f-48d3-83d0-e9daebdf26a7,south_fork_0,2025-06-12 08:00:27,445.5,186.2,15.9,,,
aa8f1cf4-2df5-48da-8220-eb6c50b2381e,south_fork_0,2025-06-12 08:15:28,404.3,176.0,16.0,,,
063e902a-97f0-43a0-896c-97c420af3c24,south_fork_0,2025-06-12 08:30:27,476.7,175.8,15.9,,,
09515566-30a0-4f40-9ba9-3f29394ce55b,south_fork_0,2025-06-12 08:45:28,615.5,175.0,15.9,,,
19a3a9c2-0e2a-45ad-a000-b5d118abbe3a,south_fork_0,2025-06-12 09:00:27,696.0,174.2,15.9,,,
66d49393-62a2-423b-915d-50d71386ac2a,south_fork_0,2025-06-12 09:15:27,735.2,176.2,15.8,,,
63667751-5a06-4c08-8b0a-542d43078f9d,south_fork_0,2025-06-12 09:30:27,753.2,173.8,15.8,,,
ed0ed5a3-460a-4db9-ac59-0d4924c3130a,south_fork_0,2025-06-12 09:45:27,758.5,175.0,15.8,,,
e19ee505-d585-4bc3-8976-f4dc7c4fa413,south_fork_0,2025-06-12 10:00:27,769.5,174.0,15.8,,,
6275acda-0ac6-419c-8050-c92bfc3e245c,south_fork_0,2025-06-12 10:15:28,774.3,174.2,15.8,,,
82b8616b-60ab-4e3d-9b30-da753b08ce8f,south_fork_0,2025-06-12 10:30:27,778.3,174.5,15.8,,,
f3bf489d-0e12-493e-a2aa-2564f1095057,south_fork_0,2025-06-12 10:45:28,780.7,174.8,15.7,,,
7462723e-1f02-4cbd-93d8-3ffbda63139e,south_fork_0,2025-06-12 11:00:29,781.8,175.0,15.7,,,
4e7520ba-e404-4152-8177-2361c540244e,south_fork_0,2025-06-12 11:15:27,784.5,174.7,15.7,,,
26ffccbd-62ed-44ed-bb8d-7970c2a051d7,south_fork_0,2025-06-12 11:30:27,783.2,174.5,15.7,,,
a5dab841-9e84-4a9e-a06d-25a992c5ff43,south_fork_0,2025-06-12 11:45:27,786.8,174.7,15.7,,,
4b27c5e1-6957-4b9e-bd5d-a1810403e3b7,south_fork_0,2025-06-12 12:00:28,787.8,174.5,15.6,,,
5a6abcd8-a5d4-4212-ae2e-a8db32faa67f,south_fork_0,2025-06-12 12:15:27,789.7,174.7,15.7,,,
2c15e5ca-90e6-4ef0-8af4-009258e07330,south_fork_0,2025-06-12 12:30:28,787.2,174.7,15.6,,,
83882ffc-8c27-45d8-8818-4bfb486fd6de,south_fork_0,2025-06-12 12:45:27,789.3,173.3,15.6,,,
dcd8d720-0d61-4032-9b0c-37d2c05bdf14,south_fork_0,2025-06-12 13:00:27,790.8,172.5,15.6,,,
60d88ce2-a540-42b5-b403-d7f73b329e9c,south_fork_0,2025-06-12 13:15:27,788.5,173.7,15.6,,,
a492adf4-236d-4080-92e9-8cf2a2c841c0,south_fork_0,2025-06-12 13:30:27,785.0,174.8,15.6,,,
