uuid,site_code,DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt
939d463d-a8da-4057-9951-e4a13747179b,south_fork_1,2025-09-08 07:00:00,605.8,57.0,17.88,4.124
c42847d1-8335-4462-ad92-df8049c428fc,south_fork_1,2025-09-08 07:15:00,605.3,56.3,17.8,4.124
7b8e3850-a5da-473b-afbd-b9afc47f9519,south_fork_1,2025-09-08 07:30:00,606.0,56.2,17.8,4.124
f05f8166-1982-4f17-acbf-9f56e42b3048,south_fork_1,2025-09-08 07:45:00,605.3,57.5,17.7,4.124
9c8d01a3-faef-4645-a0e5-78167c861d15,south_fork_1,2025-09-08 08:00:00,605.7,57.5,17.7,4.124
a3838df0-b8ec-41df-887b-cc6fd27d1719,south_fork_1,2025-09-08 08:15:00,605.0,55.8,17.7,4.124
cb56d5b9-c573-4a8a-a24d-d050a124dcb4,south_fork_1,2025-09-08 08:30:00,605.2,55.8,17.63,4.124
53ee7233-8e7b-418b-9133-45ed334f1b74,south_fork_1,2025-09-08 08:45:00,604.8,55.5,17.6,4.124
1cf2c011-cd59-40b8-8bc7-77b18d0c62a1,south_fork_1,2025-09-08 09:00:00,603.8,56.3,17.6,4.124
e45e3fd7-36ec-4f3b-a20c-cd00e5bbd64b,south_fork_1,2025-09-08 09:15:00,604.2,57.0,17.6,4.124
e856b564-f47a-487d-9785-b355a8cff97a,south_fork_1,2025-09-08 09:30:00,605.0,55.8,17.6,4.124
66b74832-74c5-4e60-b47f-c4a8cf1e568d,south_fork_1,2025-09-08 09:45:00,604.8,57.8,17.6,4.109
5ae33e1e-bc54-4397-a6c9-985b7ece2670,south_fork_1,2025-09-08 10:00:00,605.0,56.3,17.6,4.124
a0da39d2-7fc6-48f5-b3fe-b7af18eb77bb,south_fork_1,2025-09-08 10:15:00,604.2,55.5,17.7,4.124
baf81ace-48cc-47f2-adb9-473047221e32,south_fork_1,2025-09-08 10:30:00,603.7,55.2,17.7,4.109
cac2eeae-0219-4772-9f0e-f54d5fbd3f94,south_fork_1,2025-09-08 10:45:00,603.3,55.7,17.7,4.109
d756cc3b-65f9-487f-bcb0-45e32f313253,south_fork_1,2025-09-08 11:00:00,603.7,55.8,17.6,4.109
b7897b79-65ae-460b-aaf3-75d97533bfec,south_fork_1,2025-09-08 11:15:00,602.8,56.7,17.6,4.109
b82b93ca-3058-4302-941b-facde5bd9254,south_fork_1,2025-09-08 11:30:00,603.3,57.2,17.58,4.109
4d68c4ac-1b27-4dd9-8a63-d6ec3ec3be2a,south_fork_1,2025-09-08 11:45:00,603.3,57.5,17.5,4.109
6ded6308-39ce-40c3-aeb2-750b1b156449,south_fork_1,2025-09-08 12:00:00,603.3,56.3,17.5,4.109
aa1d92c8-8aa7-4c60-b3a5-dfb9a862186f,south_fork_1,2025-09-08 12:15:00,602.7,57.8,17.5,4.124
6e05ac0c-48f7-4612-a7a9-00a1ce78750a,south_fork_1,2025-09-08 12:30:00,601.7,57.0,17.5,4.109
59cf9d71-8152-4ae2-b7d0-97543ae93935,south_fork_1,2025-09-08 12:45:00,602.2,60.2,17.6,4.109
ddbbdf2f-89b5-4e4b-8876-1f248041d465,south_fork_1,2025-09-08 13:00:00,601.5,59.7,17.6,4.109
0703b73c-89a8-4bfe-854e-1dbfa4d09469,south_fork_1,2025-09-08 13:15:00,595.2,62.0,17.6,4.109
b325a789-b036-4ea4-a87e-38be382224fd,south_fork_1,2025-09-08 13:30:00,587.0,59.3,17.7,4.109
2151c4ff-e691-41fe-b3ef-ef00a410c840,south_fork_1,2025-09-08 13:45:00,576.2,58.0,17.7,4.109
204fb931-fa0d-4318-a28e-155124a285f2,south_fork_1,2025-09-08 14:00:00,570.2,58.2,17.8,4.124
a9f945cc-7ffd-479b-a287-d19bb8a15176,south_fork_1,2025-09-08 14:15:00,573.7,59.0,17.8,4.124
d9413e00-bd3f-44f4-99cb-9a9d5a86318e,south_fork_1,2025-09-08 14:30:00,577.8,59.5,17.8,4.109
4d33dea0-ef61-4dd5-bd70-5d4f3c1a20b0,south_fork_1,2025-09-08 14:45:00,580.2,60.5,17.73,4.109
6d639277-4416-4f44-bd4d-6e0bf73623d6,south_fork_1,2025-09-08 15:00:00,585.5,59.0,17.7,4.109
5353fa74-daf6-418c-9fa0-9183fa69cd22,south_fork_1,2025-09-08 15:15:00,586.7,60.3,17.7,4.109
b059ca09-7e95-428e-ab9e-4e4f13c4a633,south_fork_1,2025-09-08 15:30:00,588.5,59.2,17.7,4.109
317c5602-e0d0-412b-88dd-8c1150622c39,south_fork_1,2025-09-08 15:45:00,589.3,58.3,17.8,4.109
e56c6149-edb0-4c1c-a085-372640ce3e22,south_fork_1,2025-09-08 16:00:00,589.2,59.3,17.8,4.109
78a7a32d-46c3-4a0d-b645-928ff0a59338,south_fork_1,2025-09-08 16:15:00,589.5,59.3,17.8,4.109
0fb04084-7469-4079-a871-33cedfd940f3,south_fork_1,2025-09-08 16:30:00,591.0,62.5,17.8,4.109
7e2a301d-1751-43a5-9826-87738c0b2646,south_fork_1,2025-09-08 16:45:00,589.7,58.8,17.88,4.2
559fbbc6-afb9-405c-8570-6b8872534ae7,south_fork_1,2025-09-08 17:00:00,589.7,59.7,17.9,4.2
c6776eb7-4484-47b6-9398-dd9121045658,south_fork_1,2025-09-08 17:15:00,588.5,59.3,18.0,4.215
bd4432fe-ccb3-47c9-8c91-eab209fd72d0,south_fork_1,2025-09-08 17:30:00,585.0,60.3,18.0,4.2
64608955-c8a2-463a-b160-57478a40ab87,south_fork_1,2025-09-08 17:45:00,587.8,60.3,18.0,4.215
100dc189-158b-4228-98db-267f90666cf7,south_fork_1,2025-09-08 18:00:00,586.5,60.7,18.1,4.23
f4d4b9e5-08bf-4fee-9955-46427ae00437,south_fork_1,2025-09-08 18:15:00,586.7,64.5,18.1,4.215
2499f730-dcf2-4b19-a351-a94c2e68311e,south_fork_1,2025-09-08 18:30:00,587.7,61.2,18.2,4.23
dc3e196f-483a-4f0a-9d42-7efbb4c3e75b,south_fork_1,2025-09-08 18:45:00,585.3,61.2,18.3,4.215
84b673d5-56e5-4d7a-b258-bfe63c3b4ee5,south_fork_1,2025-09-08 19:00:00,587.0,59.8,18.4,4.215
d85c0b40-8493-426a-9e68-fd74a5af4cfc,south_fork_1,2025-09-08 19:15:00,587.3,59.2,18.4,4.23
eb84c61a-d03d-4628-9893-6e5a8214913b,south_fork_1,2025-09-08 19:30:00,587.5,65.3,18.5,4.215
07887e07-5288-43a2-b3fc-113f4abc357e,south_fork_1,2025-09-08 19:45:00,588.2,60.0,18.5,4.23
14aaa4e6-e891-4338-80b9-400b3d905945,south_fork_1,2025-09-08 20:00:00,592.7,60.7,18.7,4.23
b96e1b52-b428-43b9-8da7-67bff7549e2c,south_fork_1,2025-09-08 20:15:00,596.2,60.3,18.7,4.215
cd6019c6-9c35-4b84-b0bf-8008c7958ead,south_fork_1,2025-09-08 20:30:00,600.2,60.5,18.8,4.23
03632867-1ba8-4ce8-a8cc-e9ce546f6aa7,south_fork_1,2025-09-08 20:45:00,601.3,61.0,18.9,4.23
3daf7ead-c255-40a5-8d46-4211cd9c27b4,south_fork_1,2025-09-08 21:00:00,602.5,61.7,19.3,4.23
4e731f48-658a-48eb-97eb-c4640b1d36c8,south_fork_1,2025-09-08 21:15:00,603.2,60.8,19.8,4.23
a5a5f058-99b0-4b58-a2e0-e78617d6bebe,south_fork_1,2025-09-08 21:30:00,607.0,59.8,19.7,4.382
16393e35-4a32-4427-87c4-2888a8d64481,south_fork_1,2025-09-08 21:45:00,609.8,59.7,19.5,4.382
526c37d9-3f17-49fe-ac1b-fd3deb56b66d,south_fork_1,2025-09-08 22:00:00,609.7,61.8,19.2,4.382
feca4a37-9169-4e8c-9c88-7d9ee1743013,south_fork_1,2025-09-08 22:15:00,608.5,59.7,19.1,4.366
2f59b91a-48d1-4a3e-b43b-e37ca754a577,south_fork_1,2025-09-08 22:30:00,602.3,59.0,19.1,4.382
56c54e2f-3d86-4bcd-80f1-3a7dbbe8955b,south_fork_1,2025-09-08 22:45:00,599.7,60.0,19.1,4.382
380df841-96d3-4938-bf6f-0571be377e70,south_fork_1,2025-09-08 23:00:00,597.5,59.8,19.1,4.382
f355549c-b879-4112-b7b5-3e3fe4e84281,south_fork_1,2025-09-08 23:15:00,598.3,58.7,19.0,4.382
7ed7056a-d8cd-4122-9932-ad56cddea78d,south_fork_1,2025-09-08 23:30:00,598.2,58.0,19.0,4.382
125cd145-2832-4dd9-8fc1-7266d811bf1e,south_fork_1,2025-09-08 23:45:00,598.5,58.5,19.0,4.23
929fba0c-c235-4765-a790-e96bff6e7f4d,south_fork_1,2025-09-09 00:00:00,599.7,60.7,18.9,4.215
61545a93-b4ba-4dc3-a6f7-91e7a1d82a27,south_fork_1,2025-09-09 00:15:00,599.0,56.7,18.9,4.139
264678ee-b1a6-4b09-827d-2203e45cdc50,south_fork_1,2025-09-09 00:30:00,599.0,57.7,18.9,4.139
4562f7c9-71ef-436a-83b5-351fb588a8af,south_fork_1,2025-09-09 00:45:00,597.7,57.5,18.9,4.139
c2c72c4c-531e-43cf-9c92-2d8c53b96f1f,south_fork_1,2025-09-09 01:00:00,596.3,58.2,18.9,4.124
541263c4-313d-409c-a510-2839b7308d7f,south_fork_1,2025-09-09 01:15:00,596.3,56.3,18.9,4.124
f55fb6b0-e555-41a9-941b-3f54195f9aaa,south_fork_1,2025-09-09 01:30:00,596.7,57.2,18.9,4.124
57b17209-65ee-4032-846c-4d80ab8763ed,south_fork_1,2025-09-09 01:45:00,378.8,58.0,18.9,4.124
2a9e804e-a675-4504-b67a-a3d31e908695,south_fork_1,2025-09-09 02:00:00,386.7,58.2,18.8,4.124
f581a2d5-154c-4242-b2d2-282c687f80bc,south_fork_1,2025-09-09 02:15:00,392.2,57.0,18.8,4.124
c16f74a2-45c5-4a93-aee2-b8648f42fe20,south_fork_1,2025-09-09 02:30:00,395.8,58.7,18.8,4.124
6a390869-4b22-4766-adb8-b671eb950275,south_fork_1,2025-09-09 02:45:00,399.5,58.5,18.7,4.124
7226d053-b9ee-4db9-8bac-e71a890d0850,south_fork_1,2025-09-09 03:00:00,402.3,57.8,18.7,4.124
e44d1f5c-39b2-4104-a49e-c0ecccd99583,south_fork_1,2025-09-09 03:15:00,405.3,58.0,18.7,4.124
47b48091-f578-4bd8-bdba-8d66160c5902,south_fork_1,2025-09-09 03:30:00,407.5,57.5,18.7,4.124
ed118288-fb0e-4511-bd98-de10621a4a68,south_fork_1,2025-09-09 03:45:00,596.0,59.3,18.7,4.124
3386ea31-269b-4a9c-8368-7df3672a8c55,south_fork_1,2025-09-09 04:00:00,596.2,58.0,18.6,4.124
