uuid,site_code,DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt,AtlasSci_DO,AtlasSci_FloatCond
04405ea2-d6e5-4d4e-b31d-202a770bb03e,SCNF010,2025-05-14 05:01:00,451.3,460.2,20.9,4.139,,
04625dcf-6af0-4e5a-ad23-563f4bc98a29,SCNF010,2025-05-13 16:59:00,378.2,454.8,20.3,4.2,,
049c724d-cc30-4175-9800-08a46d548e33,SCNF010,2025-05-13 22:26:00,385.7,465.0,19.9,4.397,,
04a19074-41bf-4135-861d-32d64eaec07f,SCNF010,2025-05-13 22:02:00,387.7,453.0,20.1,4.397,,
04a4efde-09e3-4c2d-ab91-d062581dc19b,SCNF010,2025-05-13 08:16:00,413.8,461.2,21.1,4.124,,
04b6c326-b1a9-45c8-a2a3-6d8c4c90c8d6,SCNF010,2025-05-12 12:29:00,400.3,469.7,19.9,4.109,,
04c09cba-d62e-4271-ba17-95d8fd8d1ca3,SCNF010,2025-05-11 20:50:00,407.7,462.3,20.3,4.397,,
04c286f9-7c97-4f5d-b055-d9358d1d8cc3,SCNF010,2025-05-14 03:50:00,377.3,460.3,20.6,4.139,,
04d16db6-c221-4f11-8544-8181e65bda0d,SCNF010,2025-05-14 17:01:00,437.8,454.0,21.1,4.397,,
04d1a48a-2295-46f0-81df-203a8b00ff70,SCNF010,2025-05-11 03:25:00,423.3,460.3,21.1,4.048,,
04d5c313-acef-4ae8-b4c5-d3dca5e8af03,SCNF010,2025-05-13 04:42:00,315.3,454.5,20.38,4.139,,
04e6e9c6-4ede-4b78-8ba7-a9a14d4b4ee2,SCNF010,2025-05-14 08:33:00,395.0,457.2,21.0,4.124,,
04fc3052-0994-4473-8c31-69d35c525f83,SCNF010,2025-05-14 15:20:00,373.3,453.8,21.3,4.275,,
050ef4e2-34e7-480b-b0db-8e4351b5bc37,SCNF010,2025-05-14 03:40:00,367.0,453.5,20.6,4.139,,
051f6fca-a5cd-4dc5-9594-e703bb60ca46,SCNF010,2025-05-12 10:50:00,432.2,484.5,20.7,4.109,,
052bc6ab-8d86-449e-8d90-8863c779236f,SCNF010,2025-05-12 06:45:00,393.5,456.0,20.1,4.124,,
053ca51a-08fb-4ac1-bb69-a737796e521a,SCNF010,2025-05-10 20:58:00,410.5,469.7,21.6,4.291,,
0554d843-5612-4c79-b090-714d9209ee84,SCNF010,2025-05-12 19:12:00,278.7,458.8,18.8,4.397,,
0556886e-a0da-418f-9128-5e679fa79186,SCNF010,2025-05-11 23:07:00,406.2,460.5,19.9,4.215,,
05691e44-7928-48a6-9479-3688ab550db3,SCNF010,2025-05-12 15:07:00,307.5,524.2,17.3,4.275,,
0580d32f-fd55-4d66-84f7-c3d327fa47f7,SCNF010,2025-05-12 23:52:00,314.5,457.2,20.3,4.397,,
059e9988-9ec2-48e0-8daa-44796d4790a9,SCNF010,2025-05-14 16:21:00,382.2,471.3,21.2,4.397,,
05b23e34-6048-4015-8214-29e3e41ecd7b,SCNF010,2025-05-12 21:08:00,396.8,467.5,20.8,4.397,,
05becde6-c518-460e-b3ca-e2925939d302,SCNF010,2025-05-10 19:31:00,506.2,462.0,21.7,4.382,,
05c5ed76-3841-48f8-92ea-ed546ff15be9,SCNF010,2025-05-12 13:49:00,334.3,698.7,16.0,4.109,,
05e0260d-274c-4908-87f6-d46e9698c90c,SCNF010,2025-05-13 23:27:00,383.2,472.2,19.8,4.2,,
05e9f0a2-15e1-4aaf-895d-ec3ab8f6a36a,SCNF010,2025-05-11 23:46:00,394.3,462.3,19.9,4.2,,
05f39adc-00f6-4172-b317-f7eae5a15912,SCNF010,2025-05-14 07:58:00,419.0,460.8,20.6,4.124,,
05f3ccb4-9e4c-47cc-8071-929296a9af19,SCNF010,2025-05-11 18:16:00,414.5,462.8,20.3,4.275,,
06006963-b856-4140-8aaa-8390b7d5a343,SCNF010,2025-05-14 16:36:00,385.7,456.0,21.7,4.397,,
06127ddc-d3f7-4d60-b2c6-85e925a29fac,SCNF010,2025-05-12 14:35:00,331.5,569.5,16.3,4.124,,
061286a6-6bfb-4738-a4f8-cbc963a47a9d,SCNF010,2025-05-10 19:41:00,466.5,461.0,21.3,4.397,,
0621212c-6bf1-42bb-bc63-369e6211b1cf,SCNF010,2025-05-14 08:49:00,391.2,454.5,21.2,4.124,,
0622fa81-a7ae-457d-a146-e95b2fdc7b41,SCNF010,2025-05-12 07:39:00,402.5,461.8,20.6,4.124,,
06296545-00c1-440d-bb8f-d33429d756b7,SCNF010,2025-05-14 01:57:00,380.3,478.5,20.3,4.169,,
064d30b2-ece2-4b52-99d2-7ac4d0617bdf,SCNF010,2025-05-14 07:38:00,417.2,453.3,20.7,4.124,,
064f53cb-6889-4377-a375-25e58ceccf15,SCNF010,2025-05-12 01:31:00,403.2,467.5,20.0,4.2,,
065150b1-7ac0-4969-b85c-3253f8581f76,SCNF010,2025-05-14 10:25:00,388.8,455.2,20.7,4.109,,
0663592f-bb77-4503-bda4-00d50670a7fa,SCNF010,2025-05-10 20:54:00,405.7,459.2,21.6,4.291,,
066522fe-7e2c-4ed8-9699-871582b330e8,SCNF010,2025-05-14 18:25:00,394.7,451.0,20.5,4.397,,
066cf4e4-51a3-4902-aefa-02a55c186ed2,SCNF010,2025-05-12 12:00:00,411.8,472.2,20.0,4.109,,
0671ff62-5831-40bb-94dc-bf1fff5cb641,SCNF010,2025-05-11 17:33:00,419.2,461.0,20.0,4.275,,
067264b7-8d7a-4b93-bae9-4606c4d0a553,SCNF010,2025-05-10 21:13:00,407.0,466.7,21.7,4.291,,
068a5e03-7bdc-4471-92c0-1fd9a790c306,SCNF010,2025-05-14 10:03:00,427.5,453.5,20.7,4.124,,
06bc8f67-4969-44f7-894f-0ba2fb1a5eaa,SCNF010,2025-05-12 04:06:00,399.0,469.8,19.8,4.139,,
06c02f9a-dbba-4be5-85ee-6ead350a47b6,SCNF010,2025-05-11 02:10:00,407.5,464.3,21.7,4.078,,
06e91fcc-edc6-427a-a312-8f900f310e70,SCNF010,2025-05-14 15:01:00,390.5,466.2,21.2,4.275,,
07074fad-fc9d-41fb-bad8-6817e2babb8a,SCNF010,2025-05-14 03:23:00,373.2,456.5,20.7,4.154,,
07148a3f-35d1-4f81-a795-5398aab76067,SCNF010,2025-05-11 13:41:00,419.0,482.0,20.6,4.063,,
07328c89-2849-4b9b-aaca-b6391dbb4014,SCNF010,2025-05-12 08:59:00,417.7,470.2,20.1,4.124,,
07463959-8d76-4830-b95e-675a1d54563a,SCNF010,2025-05-14 15:53:00,387.2,477.3,21.3,4.382,,
0746860e-fc8e-4e31-93df-b89fe68e1d8c,SCNF010,2025-05-12 08:31:00,469.3,470.8,20.4,4.124,,
074c7eae-b244-434b-b7cb-29e1b30e896c,SCNF010,2025-05-12 12:48:00,389.8,458.8,19.9,4.109,,
075e289f-128c-4b35-bd1e-072da725cd3f,SCNF010,2025-05-12 13:01:00,384.7,459.3,19.9,4.109,,
07652a61-f176-4056-8d43-5e48444ba177,SCNF010,2025-05-11 01:09:00,406.2,472.2,21.1,4.275,,
077e2b76-d080-4a86-b79b-2f6e05776896,SCNF010,2025-05-13 03:04:00,377.0,460.7,20.2,4.154,,
078ff75d-be34-4211-9b6c-d03b2850d3b2,SCNF010,2025-05-11 04:44:00,471.8,462.3,21.0,4.048,,
079ae553-4aed-4255-bf27-bb71c9e180fe,SCNF010,2025-05-12 22:19:00,292.5,467.2,20.0,4.397,,
07a23d64-d318-4047-b22d-da4c955a36af,SCNF010,2025-05-13 22:57:00,378.8,453.5,20.1,4.397,,
07a40784-1a46-4321-8530-07ceefba67f6,SCNF010,2025-05-11 08:47:00,403.5,468.0,20.1,4.048,,
07a801e2-94ef-43c1-b9cd-9f8c34d149dd,SCNF010,2025-05-11 20:23:00,413.8,469.0,20.4,4.397,,
07b545ea-a779-418b-b257-cac96b12aa20,SCNF010,2025-05-13 03:43:00,308.8,457.2,20.3,4.154,,
07bb1462-3f0c-484e-a3f0-044a64ba93b8,SCNF010,2025-05-11 02:21:00,454.2,467.3,21.9,4.078,,
07d419dc-25ee-410f-a30f-8a4fb3d3cdb5,SCNF010,2025-05-12 22:29:00,303.8,454.7,20.1,4.397,,
07d4d93a-4d0b-4f8e-9e1d-88bd747d6797,SCNF010,2025-05-14 05:47:00,377.0,452.3,20.1,4.139,,
07e369f8-b430-4714-bfa4-1caae2dd8200,SCNF010,2025-05-11 12:57:00,427.2,467.5,20.7,4.048,,
07ea8f63-f966-4da1-b9a8-726629420140,SCNF010,2025-05-14 16:04:00,360.8,455.5,21.7,4.382,,
07fee4a5-eda6-4672-86e7-c42cda4c00ed,SCNF010,2025-05-14 02:53:00,414.7,464.2,20.6,4.154,,
080ac588-fa20-4580-b8b8-ccee66d51162,SCNF010,2025-05-12 07:44:00,402.3,460.2,20.38,4.124,,
08149794-b93f-4591-b78d-b1c0913cbb43,SCNF010,2025-05-13 23:42:00,411.3,455.2,20.27,4.2,,
08151d40-b098-4183-98a7-0582c8ca0b25,SCNF010,2025-05-12 07:11:00,392.3,459.8,20.1,4.124,,
081b4df0-c587-4da4-b149-b78a992c0ba2,SCNF010,2025-05-11 20:10:00,413.8,474.0,20.5,4.397,,
08404067-70c5-41d8-a52a-261bb89a97e1,SCNF010,2025-05-11 07:25:00,453.5,473.3,20.33,4.048,,
08545a99-11d2-43a5-bad9-359d54aecc8a,SCNF010,2025-05-12 17:42:00,264.0,479.5,18.82,4.382,,
085eb6af-dc25-4ef9-b8d2-702650b58a87,SCNF010,2025-05-12 03:04:00,462.0,471.0,20.6,4.154,,
086c4390-f381-4f96-9f4d-b3abb37ac903,SCNF010,2025-05-12 19:01:00,288.7,459.8,18.82,4.382,,
087099fa-1db7-43ae-bf55-605ab424664b,SCNF010,2025-05-11 03:18:00,417.8,464.2,21.4,4.048,,
08722649-a8f6-493f-bc3a-bbdaa83fd17c,SCNF010,2025-05-14 18:12:00,398.0,452.8,21.0,4.397,,
0873667c-1f3e-4c4a-b83f-33f97e64fb4a,SCNF010,2025-05-13 03:24:00,328.3,464.3,20.6,4.154,,
087aa646-5570-4cde-9b7d-48623b9b3814,SCNF010,2025-05-12 08:28:00,460.2,457.8,20.4,4.124,,
08850546-5d7d-47fd-9fce-2636efba392a,SCNF010,2025-05-11 08:40:00,400.7,461.0,20.1,4.048,,
088628ab-b458-4434-9e03-c3e1e51b3a32,SCNF010,2025-05-12 15:53:00,278.3,494.0,18.2,4.275,,
089a751d-6ad3-4f3b-bf06-83537191a394,SCNF010,2025-05-13 21:14:00,434.5,454.5,20.8,4.139,,
08adfe83-71da-459a-b4b3-ac4b035cdc39,SCNF010,2025-05-13 14:44:00,384.3,455.2,19.9,4.397,,
08beec08-37c7-42af-8f37-43aa45b36430,SCNF010,2025-05-12 02:04:00,386.8,465.3,20.0,4.169,,
08c4feca-4411-4845-9535-c04b67edde52,SCNF010,2025-05-11 15:58:00,400.3,481.8,20.8,4.275,,
08d3d527-67aa-43e0-8bb5-8028ad88c4e0,SCNF010,2025-05-14 10:34:00,380.5,465.8,20.65,4.109,,
08d55330-a418-4448-a7e4-c195d0b450b8,SCNF010,2025-05-14 04:56:00,473.2,486.5,20.7,4.139,,
08d68bad-98af-491e-8a5d-d440c2366554,SCNF010,2025-05-12 04:55:00,389.8,456.0,19.9,4.139,,
08d9c4fa-8059-4076-a500-324558c22180,SCNF010,2025-05-11 04:46:00,480.7,461.8,20.9,4.048,,
08da00ec-a7b9-4a95-a2f9-2466bbd0aa3b,SCNF010,2025-05-14 10:22:00,404.8,463.2,20.6,4.109,,
08e88544-4380-4f2c-9495-69b7dadada55,SCNF010,2025-05-13 09:00:00,370.3,462.3,20.4,4.124,,
08f0f313-041c-4490-a83c-ab793ed1631a,SCNF010,2025-05-11 03:32:00,409.0,463.0,21.0,4.048,,
08f91636-b31d-4892-aa5b-b171fd44dd15,SCNF010,2025-05-11 19:34:00,418.2,462.5,20.3,4.382,,
09119c95-9e82-4352-ad29-3a871db208b9,SCNF010,2025-05-14 03:11:00,375.7,454.8,20.7,4.154,,
09142daf-0b86-424c-b1a0-eb3514d53b1b,SCNF010,2025-05-14 17:39:00,402.3,453.5,20.4,4.397,,
09168bdf-6dd5-4ddb-b7d2-c52fc7f7dc67,SCNF010,2025-05-14 09:07:00,392.5,455.8,20.88,4.124,,
091eed3d-fe80-45c6-ac7d-b212e1084412,SCNF010,2025-05-11 13:02:00,424.2,467.0,20.7,4.048,,
0923df59-8560-4433-9e67-02e7bbe8b1f7,SCNF010,2025-05-14 15:13:00,378.2,461.2,21.2,4.275,,
0924ce59-fd65-4f8c-81bb-8084a8f89b6c,SCNF010,2025-05-11 22:30:00,428.5,474.5,20.5,4.397,,
09265682-4f60-4730-91f1-8f2168d84135,SCNF010,2025-05-14 07:48:00,416.5,463.3,20.8,4.124,,
0926eb2a-39b9-43a5-9350-2ec33d02b7cd,SCNF010,2025-05-11 21:39:00,491.2,465.3,21.1,4.397,,
092c17d9-23a2-4cc9-8da4-0133a95a8b80,SCNF010,2025-05-11 15:48:00,403.3,468.3,20.8,4.275,,
0939deae-feb5-48c6-8515-fb1c5be6ac4a,SCNF010,2025-05-12 15:43:00,304.5,494.0,17.3,4.169,,
0944d94f-9705-4d5f-b4d4-5d5cbfa98fc4,SCNF010,2025-05-11 21:55:00,459.3,464.2,20.5,4.382,,
095f6611-85ba-48e1-ba45-d96c26a46e13,SCNF010,2025-05-11 13:15:00,422.5,468.0,20.5,4.048,,
096a767b-2a5d-489f-9683-8763c7489a1d,SCNF010,2025-05-14 12:34:00,390.2,454.8,21.6,4.109,,
09749852-67c9-4476-8bc2-16c418b07d48,SCNF010,2025-05-11 10:23:00,395.7,460.8,19.9,4.048,,
098330bb-9d5b-47be-9b45-8a9341a2b2bc,SCNF010,2025-05-11 19:13:00,468.8,468.0,20.5,4.382,,
09859373-1547-4efe-bf4c-d7af6d8a9151,SCNF010,2025-05-12 23:28:00,281.7,466.7,19.7,4.382,,
09885e5a-bd40-40eb-b749-bf3f3c35e96e,SCNF010,2025-05-14 02:42:00,424.2,456.0,20.7,4.169,,
09906519-f86a-4c3b-a551-5fc513024314,SCNF010,2025-05-11 15:04:00,403.8,477.2,20.7,4.275,,
0992bab2-7b50-4c85-86c1-4730c6ce5c1a,SCNF010,2025-05-12 06:31:00,402.2,456.3,20.1,4.124,,
09a115a3-b4b5-4c21-a4f9-129c70e16697,SCNF010,2025-05-11 06:47:00,421.0,465.3,20.7,4.048,,
09a606e5-9e00-45b9-915c-adb189dc1ff1,SCNF010,2025-05-14 11:50:00,399.8,476.3,21.7,4.109,,
09ae620c-000b-4503-bb2d-e75cc6623855,SCNF010,2025-05-12 00:36:00,461.2,473.3,20.3,4.215,,
09b89419-c3f9-4b7f-b7fa-1808453edaef,SCNF010,2025-05-12 22:02:00,301.3,458.7,19.6,4.397,,
09c511ac-591f-47f9-b77c-163e3825a31c,SCNF010,2025-05-13 21:23:00,416.5,458.8,20.7,4.139,,
09d2ffa4-7ae2-47ef-807d-78c3dfb96e14,SCNF010,2025-05-13 00:55:00,305.3,455.3,19.7,4.215,,
09e7845b-98a3-4cff-81c3-4aa9bc4ac1bd,SCNF010,2025-05-14 17:34:00,409.7,463.7,20.4,4.397,,
09ec54c8-bc69-4f65-9b5c-a5e8009e0bce,SCNF010,2025-05-13 22:31:00,375.5,459.0,19.8,4.397,,
09ee5238-3efd-431b-a105-f962bf92804f,SCNF010,2025-05-11 14:55:00,400.8,464.8,20.7,4.275,,
0a0607c7-09ca-4ef5-b81a-a5d68abe353c,SCNF010,2025-05-11 21:23:00,425.2,469.0,20.8,4.397,,
0a06aae6-3c8b-4537-af05-83965ffbf2c0,SCNF010,2025-05-13 16:36:00,403.3,465.8,20.1,4.2,,
0a287c0f-5f3d-480e-aee6-fcdfe46e1615,SCNF010,2025-05-13 00:02:00,403.0,455.2,20.2,4.397,,
0a2c9681-3b72-45ab-a0a0-6cc0a65fface,SCNF010,2025-05-12 06:39:00,405.3,464.5,20.1,4.124,,
0a376c82-b1f1-4d7c-9d52-d0590f04dc66,SCNF010,2025-05-11 11:50:00,485.0,482.2,20.8,4.048,,
0a4f7e35-10fe-470e-9fda-ae705b4fb151,SCNF010,2025-05-14 12:04:00,417.5,457.8,22.2,4.109,,
0a555fc7-e8fc-4e0d-9cfd-9da2fbfae1a0,SCNF010,2025-05-11 20:14:00,405.5,465.5,20.5,4.397,,
0a5b2090-a0f2-4bf7-99d9-f3156f440939,SCNF010,2025-05-12 20:01:00,285.3,469.2,20.18,4.397,,
