uuid,site_code,DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt
6e7e3417-fae0-451f-95a8-20446ef1f844,south_fork_1,2025-06-10 07:00:31,669.8,67.7,15.1,
3d515e7d-3e3e-4d39-b39f-cc5ad5d5c92d,south_fork_1,2025-06-10 07:15:30,661.5,66.2,15.02,
61ab7e0e-18a0-4fa2-a439-35524ad870a8,south_fork_1,2025-06-10 07:30:30,675.8,66.5,15.0,
06aacd01-a1bb-479e-a873-d927c91062e5,south_fork_1,2025-06-10 07:45:30,680.5,65.8,15.0,
ce0cbee9-6296-4a15-9d4f-0df2b29beefc,south_fork_1,2025-06-10 08:00:30,683.2,65.2,15.0,
5291fdda-b53a-42e9-a9cf-e3320ccc316f,south_fork_1,2025-06-10 08:15:31,680.7,66.5,15.0,
f0dffa7e-2083-46b9-be2c-d709c2843cc6,south_fork_1,2025-06-10 08:30:30,674.7,67.5,14.9,
4964e693-00af-4072-a0af-2f982dada86f,south_fork_1,2025-06-10 08:45:32,667.5,66.5,14.9,
ce05015c-3812-4bfb-a976-d34a5e47d7db,south_fork_1,2025-06-10 09:00:30,663.7,65.2,14.9,
639492fc-9c5d-43bf-ada6-6ca0bda3505e,south_fork_1,2025-06-10 09:15:30,661.5,66.3,15.0,
6945ff55-b30d-4b0d-891f-f32543c531ff,south_fork_1,2025-06-10 09:30:30,663.7,65.8,14.9,
f6737a92-5498-4e1c-89e1-5d8e195859c0,south_fork_1,2025-06-10 09:45:33,665.3,66.2,14.9,
42177518-cb86-4bf3-8a10-d3c898c54675,south_fork_1,2025-06-10 10:00:31,665.3,68.3,14.8,
3c47f34b-821e-4abd-b4a2-5dba842dac07,south_fork_1,2025-06-10 10:15:30,665.8,66.7,14.8,
cab226e1-b6f6-4e38-b4af-32d9e07f91ea,south_fork_1,2025-06-10 10:30:30,667.0,65.8,14.8,
c58f2a48-9555-406a-9932-2e89f41f8ad4,south_fork_1,2025-06-10 10:45:30,666.8,66.7,14.8,
21c1ed71-19b2-4c04-98c8-3633896eea31,south_fork_1,2025-06-10 11:00:30,668.2,67.0,14.8,
4fa87c91-d655-48ed-a76c-1a4a0f0c35c2,south_fork_1,2025-06-10 11:15:30,669.8,66.5,14.8,
4040a791-95d9-4a75-b74a-530d50ab10fd,south_fork_1,2025-06-10 11:30:30,669.2,66.2,14.8,
095a17d7-f413-41dc-81c7-31157c1d03a6,south_fork_1,2025-06-10 11:45:30,669.2,66.8,14.8,
bd219cd0-a8c3-4bee-8727-0f9a08ff6e0c,south_fork_1,2025-06-10 12:00:30,666.8,67.2,14.8,
f442cfac-ec65-4e65-81f6-351713f6a24d,south_fork_1,2025-06-10 12:15:30,666.5,68.0,14.72,
103bd430-7ca9-4a85-8210-475005ede4cd,south_fork_1,2025-06-10 12:30:30,665.7,66.8,14.7,
92e2f4c9-9534-4331-a20f-f08683947c14,south_fork_1,2025-06-10 12:45:30,665.8,67.2,14.7,
6961d50c-ce72-439d-9554-8a41fdbae968,south_fork_1,2025-06-10 13:00:30,666.0,66.0,14.7,
47e92e6a-0a28-4507-b39c-47696b85f1ae,south_fork_1,2025-06-10 13:15:30,664.0,66.8,14.7,
e63cda2e-ff28-4022-93a8-8226b222c2e5,south_fork_1,2025-06-10 13:30:30,660.3,67.0,14.8,
873d8d9b-293d-46b6-94e6-fce168d6ef5a,south_fork_1,2025-06-10 13:45:30,654.7,67.5,14.8,
b4598fd3-f60f-4c59-90a4-9679659d2ded,south_fork_1,2025-06-10 14:00:30,653.8,67.7,14.8,
425dcac8-c5e7-45ca-a249-d0084976006b,south_fork_1,2025-06-10 14:15:42,655.7,67.8,14.8,
c9e16675-59b1-42cc-85ec-6167e51d2568,south_fork_1,2025-06-10 14:30:30,658.8,68.0,14.8,
f7ede963-b159-4884-a202-a7a5773762c3,south_fork_1,2025-06-10 14:45:30,660.0,68.7,14.8,
464ca3db-6c8e-4cc2-8355-0fe7f6a76e36,south_fork_1,2025-06-10 15:00:30,660.3,69.2,14.75,
e8fea8d0-64dc-4a1b-933b-21aabffdd31b,south_fork_1,2025-06-10 15:15:30,660.0,68.2,14.7,
fa798cd0-a703-4617-bb28-1f164108a9ae,south_fork_1,2025-06-10 15:30:30,659.3,66.8,14.73,
181ecbf9-de2a-43d6-8d4b-71bc3c451c81,south_fork_1,2025-06-10 15:45:30,657.7,67.5,14.8,
8d7df719-9a9b-41fd-8093-9dede715386a,south_fork_1,2025-06-10 16:00:30,655.3,67.5,14.9,
89673673-5123-4676-9b16-887de7e55986,south_fork_1,2025-06-10 16:15:30,654.7,68.2,14.8,
9947fb22-56a7-4e2e-bcce-c2b9b60e3624,south_fork_1,2025-06-10 16:30:30,653.8,67.8,14.8,
b3a986fc-1f35-4724-a016-c670ed59b4c7,south_fork_1,2025-06-10 16:45:30,652.5,74.2,14.8,
a833a615-74ad-4735-80df-0adeedd986d7,south_fork_1,2025-06-10 17:00:30,651.7,71.0,14.8,
047a2230-3713-49e0-8223-fd4feafc68a4,south_fork_1,2025-06-10 17:15:30,649.7,68.0,14.8,
b50d1d7d-361e-4f97-b904-2715ee928098,south_fork_1,2025-06-10 17:30:30,652.3,68.0,14.8,
9ce02d75-b8b9-4179-ae55-09a8a4e6d353,south_fork_1,2025-06-10 17:45:30,654.7,68.2,14.9,
2723cf70-acd0-4056-beb0-a5055aef85e2,south_fork_1,2025-06-10 18:00:30,657.0,69.7,14.9,
ea7df2fa-9fe7-4f5c-8bed-58886ff3a11c,south_fork_1,2025-06-10 18:15:30,655.0,75.5,14.9,
db221b7d-fdd0-4fd5-81dd-5f69acfdfbb0,south_fork_1,2025-06-10 18:30:30,646.2,72.5,15.1,
4a67ae92-2d82-4b89-91e2-e7c29ea20255,south_fork_1,2025-06-10 18:45:30,636.3,69.8,15.1,
ed589ce5-a33e-4ad4-9dab-01189036a39a,south_fork_1,2025-06-10 19:00:30,632.8,68.8,15.1,
200601e8-38c5-419e-bde1-4edcaa8ed3d5,south_fork_1,2025-06-10 19:15:30,633.8,69.0,15.1,
d4ec422b-6a1d-4569-b940-662c858036c8,south_fork_1,2025-06-10 19:30:30,638.7,69.3,15.2,
19e9d538-6ede-413e-b345-a8f58b3b17a2,south_fork_1,2025-06-10 19:45:30,641.7,70.0,15.2,
f6cfb5f3-f834-42d3-bbfd-9e512dcb644e,south_fork_1,2025-06-10 20:00:30,639.5,68.7,15.3,
1d036598-fc52-4c80-9206-be197e91fa28,south_fork_1,2025-06-10 20:15:30,629.8,71.0,15.4,
3ab6e8d3-0595-4686-bec1-1ff7d48b3fe5,south_fork_1,2025-06-10 20:30:30,623.3,69.5,15.7,
79496649-e3e2-490b-a877-516197c3bc28,south_fork_1,2025-06-10 20:45:30,621.3,68.5,15.9,
31a7bc54-ce7f-42c0-b5b1-b6675763d22b,south_fork_1,2025-06-10 21:00:30,621.7,69.8,16.3,
4fefd5da-5bbd-40d0-bef4-b9c38f95fc9b,south_fork_1,2025-06-10 21:15:30,626.2,68.7,16.5,
2f267382-4074-4d2c-a467-6e1fea70888b,south_fork_1,2025-06-10 21:30:32,631.0,70.8,16.5,
55e332e7-a41f-401b-81f6-78ee6ddd3104,south_fork_1,2025-06-10 21:45:30,632.8,68.7,16.6,
40818fd8-0a04-417d-b1f0-ac919a0e5d7a,south_fork_1,2025-06-10 22:00:30,648.7,77.0,16.4,
7200c588-bbf0-49bd-abe5-86cff9a4de84,south_fork_1,2025-06-10 22:15:30,670.8,73.0,16.3,
b2ecc960-1a3c-40fe-999b-e4f1062846ea,south_fork_1,2025-06-10 22:30:31,682.0,72.2,16.2,
1383cd49-df55-4355-b416-16af93f840e9,south_fork_1,2025-06-10 22:45:30,678.7,70.3,16.2,
a1affcf5-6b2f-47f0-920a-387c77ca800b,south_fork_1,2025-06-10 23:00:30,661.3,71.2,16.1,
8b36c867-1965-419b-97d8-66fe103ba9f2,south_fork_1,2025-06-10 23:15:30,647.3,67.2,16.0,
5bd1cc26-d678-4062-aaeb-d149045b22e4,south_fork_1,2025-06-10 23:30:30,639.8,66.8,16.07,
690d6ff2-2363-4feb-9e37-80f33eddce9a,south_fork_1,2025-06-10 23:45:31,637.8,66.2,16.0,
896a4393-0ccd-4257-a157-233b70e5cdf7,south_fork_1,2025-06-11 00:00:30,639.2,66.0,16.0,
1516aa59-559e-4ca5-902c-60e1ec78c246,south_fork_1,2025-06-11 00:15:30,644.0,65.2,15.9,
6971075b-74bc-4a0d-8047-6e1a8563123c,south_fork_1,2025-06-11 00:30:30,649.5,64.7,15.8,
6602eeaa-4ec8-44ea-bca0-597139d6f32c,south_fork_1,2025-06-11 00:45:30,654.5,64.0,15.7,
be259331-29bb-4a65-8a1e-13dd5556722c,south_fork_1,2025-06-11 01:00:32,657.7,64.8,15.7,
16abd5e0-ff1d-4e3f-be42-2d11bd8d62c0,south_fork_1,2025-06-11 01:15:30,661.5,65.0,15.6,
6ee483b7-bb4b-49bd-a606-d6aeaedd2574,south_fork_1,2025-06-11 01:30:30,665.2,65.0,15.6,
5c3cb9e4-ab4e-443d-880d-b37de2832f36,south_fork_1,2025-06-11 01:45:30,668.0,63.7,15.5,
296cb82c-27c8-44d0-b1df-a81418b56e6f,south_fork_1,2025-06-11 02:00:30,671.0,64.0,15.5,
e73ad1ef-8bb9-49de-a17d-f94cfa23cedf,south_fork_1,2025-06-11 02:15:30,672.0,63.5,15.5,
9ae17bc3-f163-45ff-b7ef-d762bf907645,south_fork_1,2025-06-11 02:30:30,674.7,63.7,15.4,
30549aa7-81f9-44e8-97b7-21dd16e530e7,south_fork_1,2025-06-11 02:45:30,677.5,63.2,15.4,
d6432d98-88c2-493b-b748-534101c62b49,south_fork_1,2025-06-11 03:00:30,679.0,62.3,15.3,
d0096134-dfa6-4e3c-9bde-c498830634c1,south_fork_1,2025-06-11 03:15:30,682.0,62.0,15.2,
160ee219-f408-4b37-9ece-976a36d45616,south_fork_1,2025-06-11 03:30:30,683.3,62.2,15.2,
e89c964b-173c-4126-841d-24c829d34773,south_fork_1,2025-06-11 03:45:30,685.5,61.7,15.1,
54d0698f-123f-4bae-ac73-95ace5d35dee,south_fork_1,2025-06-11 04:00:30,698.3,62.0,15.1,
81c1c4ff-0784-4f27-af80-777c089da6eb,south_fork_1,2025-06-11 04:15:30,700.0,66.0,15.1,
1385e03a-5abf-4b5b-9abf-9c37bd0f477c,south_fork_1,2025-06-11 04:30:30,701.8,62.3,15.0,
cea7091e-a6e3-4d6d-b08b-fc5ef60f1da1,south_fork_1,2025-06-11 04:45:30,701.5,62.0,15.0,
ce5ef32d-9ef2-4453-a41d-be757f3b7e17,south_fork_1,2025-06-11 05:00:30,702.2,62.0,15.0,
897a4b52-07e6-462d-880e-038c9b877bcf,south_fork_1,2025-06-11 05:15:30,703.8,62.2,15.0,
b55627c1-0a57-42ee-987f-07223c85ee90,south_fork_1,2025-06-11 05:30:30,704.8,61.0,14.9,
09891b40-32d8-4035-94d3-5654fa26c82a,south_fork_1,2025-06-11 05:45:30,706.2,62.5,14.9,
ab41af58-b129-47d8-815d-8ac6917e446b,south_fork_1,2025-06-11 06:00:30,707.5,61.2,14.8,
f00356e8-e7d4-4447-9f5a-ddc1200d13dd,south_fork_1,2025-06-11 06:15:30,708.7,61.8,14.8,
bba212c6-7387-49cc-8484-53a21302a51f,south_fork_1,2025-06-11 06:30:30,711.2,62.8,14.7,
068a0b87-2aed-42c2-aa36-6bb5cdb1f0a6,south_fork_1,2025-06-11 06:45:30,710.7,64.0,14.7,
328750dc-d4f4-4b2b-90ae-b809a0adfb70,south_fork_1,2025-06-11 07:00:30,712.5,63.3,14.7,
803fd865-2e5c-4602-8c0d-b9cbedf5db7f,south_fork_1,2025-06-11 07:15:30,712.8,61.8,14.7,
4b931535-7b4d-45fb-b23c-1abc0960eef9,south_fork_1,2025-06-11 07:30:30,716.8,61.7,14.7,
c588e6e2-43ac-4c0c-a3dc-4d0aefc73d87,south_fork_1,2025-06-11 07:45:30,721.3,61.7,14.7,
770709b1-c25f-48ee-9d7e-facf8380c2d8,south_fork_1,2025-06-11 08:00:30,722.3,61.5,14.6,
d8e5497d-7c69-4ae5-9094-39e5dc43cea6,south_fork_1,2025-06-11 08:15:31,720.7,61.5,14.6,
